Customer Key,First Name,Last Name,Full Name,BirthDate,MaritalStatus,Gender,YearlyIncome,TotalChildren,EduLevel,Occupation,DateFirstPurchase,CommuteDistance,CustomerCity,CustomerCountry
12157,William,White,William White,1940-03-21,M,Male,120000,1,Graduate Degree,Management,2021-05-10,2-5 Miles,Lincoln Acres,United States
12158,Kyle,Phillips,Kyle Phillips,1979-10-18,M,Male,80000,4,Partial College,Professional,2021-09-01,2-5 Miles,Sooke,Canada
12159,Kaitlyn,Scott,Kaitlyn Scott,1974-11-10,M,Female,80000,4,Partial College,Professional,2021-02-24,2-5 Miles,Westminster,Canada
12160,Jaclyn,Zhang,Jaclyn Zhang,1969-05-23,S,Female,90000,0,Partial College,Professional,2019-11-18,5-10 Miles,Beaverton,United States
12161,Alexandria,Rogers,Alexandria Rogers,1974-03-04,M,Female,100000,5,Partial College,Professional,2021-03-09,2-5 Miles,Yakima,United States
12162,Luke,Mitchell,Luke Mitchell,1974-12-16,S,Male,120000,4,Partial College,Professional,2019-11-11,5-10 Miles,La Jolla,United States
12163,Aaron,Wang,Aaron Wang,1969-03-04,S,Male,150000,2,Bachelors,Management,2019-11-05,0-1 Miles,Santa Cruz,United States
12164,Noah,Butler,Noah Butler,1974-04-09,M,Male,150000,3,Bachelors,Management,2019-11-25,0-1 Miles,Spring Valley,United States
12165,Caleb,Flores,Caleb Flores,1967-12-10,M,Male,80000,5,Partial College,Professional,2021-01-30,0-1 Miles,Langford,Canada
12166,Jared,Rogers,Jared Rogers,1984-03-06,M,Male,80000,5,Partial College,Professional,2021-07-11,5-10 Miles,N. Vancouver,Canada
12167,Sebastian,Stewart,Sebastian Stewart,1968-03-20,S,Male,100000,1,Partial College,Professional,2019-10-29,5-10 Miles,Seattle,United States
12168,Hunter,Jackson,Hunter Jackson,1966-08-09,M,Male,80000,5,Partial College,Professional,2021-02-26,5-10 Miles,Edmonds,United States
12169,Abigail,Howard,Abigail Howard,1972-11-12,S,Female,120000,1,High School,Professional,2019-10-29,5-10 Miles,Coronado,United States
12170,Sara,Reed,Sara Reed,1972-01-04,M,Female,130000,1,Bachelors,Management,2019-11-23,2-5 Miles,Glendale,United States
12171,Alyssa,Cooper,Alyssa Cooper,1972-01-31,S,Female,130000,1,Bachelors,Management,2019-11-01,0-1 Miles,Lemon Grove,United States
12172,Eduardo,Alexander,Eduardo Alexander,1972-03-01,S,Male,130000,1,Bachelors,Management,2019-11-20,0-1 Miles,Newport Beach,United States
12173,Dalton,Edwards,Dalton Edwards,1967-03-12,M,Male,130000,1,Bachelors,Management,2019-11-12,2-5 Miles,Newport Beach,United States
12174,Charles,Phillips,Charles Phillips,1966-11-04,M,Male,170000,1,Graduate Degree,Management,2019-12-06,2-5 Miles,Torrance,United States
12175,Luke,Powell,Luke Powell,1966-09-09,S,Male,60000,2,High School,Professional,2021-11-17,5-10 Miles,Santa Cruz,United States
12176,Cody,James,Cody James,1966-11-12,S,Male,60000,2,High School,Professional,2021-02-02,5-10 Miles,Salem,United States
12177,Kevin,Campbell,Kevin Campbell,1960-09-23,S,Male,70000,4,High School,Professional,2021-03-07,5-10 Miles,Oak Bay,Canada
12178,Ethan,Shan,Ethan Shan,1959-11-08,M,Male,80000,2,Partial High School,Skilled Manual,2019-12-25,5-10 Miles,Portland,United States
12179,Alexis,Jones,Alexis Jones,1941-04-08,S,Female,50000,2,Graduate Degree,Management,2019-12-16,5-10 Miles,Lebanon,United States
12180,Holly,Mehta,Holly Mehta,1942-03-17,S,Female,50000,2,Graduate Degree,Management,2019-12-10,1-2 Miles,Beaverton,United States
12181,Katelyn,Sanders,Katelyn Sanders,1942-02-18,M,Female,130000,2,Graduate Degree,Management,2019-12-03,0-1 Miles,Palo Alto,United States
12182,Erin,Torres,Erin Torres,1966-06-06,M,Female,70000,5,High School,Professional,2021-03-14,2-5 Miles,Cliffside,Canada
12183,Emily,Robinson,Emily Robinson,1966-04-25,M,Female,80000,5,Partial College,Professional,2021-02-19,5-10 Miles,Sooke,Canada
12184,Isaiah,Perez,Isaiah Perez,1966-06-07,M,Male,100000,3,Partial College,Professional,2019-12-22,1-2 Miles,Oregon City,United States
12185,Kaitlyn,Patterson,Kaitlyn Patterson,1966-01-24,S,Female,100000,0,Partial College,Professional,2021-03-29,5-10 Miles,Yakima,United States
12186,Bryant,Srini,Bryant Srini,1971-05-09,S,Male,100000,0,Partial College,Professional,2019-12-25,1-2 Miles,Berkeley,United States
12187,Ruben,Subram,Ruben Subram,1966-01-19,M,Male,100000,0,Partial College,Professional,2019-12-25,1-2 Miles,Beverly Hills,United States
12188,Ashley,Thomas,Ashley Thomas,1965-11-20,S,Female,110000,3,Partial College,Professional,2019-12-25,5-10 Miles,Chula Vista,United States
12189,Sophia,Wright,Sophia Wright,1971-02-15,M,Female,130000,4,Bachelors,Management,2019-12-14,2-5 Miles,Los Angeles,United States
12190,Justin,Gonzales,Justin Gonzales,1966-06-16,S,Male,170000,1,Graduate Degree,Management,2019-12-09,0-1 Miles,San Gabriel,United States
12191,Melissa,Washington,Melissa Washington,1965-04-06,M,Female,60000,2,Partial High School,Skilled Manual,2021-04-16,5-10 Miles,West Covina,United States
12192,Jocelyn,Hayes,Jocelyn Hayes,1960-05-25,S,Female,60000,2,Partial High School,Skilled Manual,2021-04-12,1-2 Miles,Bellingham,United States
12193,Caleb,Simmons,Caleb Simmons,1959-08-04,S,Male,70000,3,High School,Professional,2021-03-29,5-10 Miles,Newton,Canada
12194,Destiny,Foster,Destiny Foster,1959-01-14,S,Female,70000,3,Graduate Degree,Management,2021-04-18,5-10 Miles,San Gabriel,United States
12195,Erin,Morris,Erin Morris,1970-05-20,S,Female,70000,3,Graduate Degree,Management,2021-05-23,1-2 Miles,National City,United States
12196,Alexis,Miller,Alexis Miller,1959-03-07,S,Female,70000,3,Graduate Degree,Management,2021-04-10,1-2 Miles,Vancouver,Canada
12197,Adam,Hernandez,Adam Hernandez,1958-07-15,M,Male,70000,3,Graduate Degree,Management,2021-02-01,1-2 Miles,Mill Valley,United States
12198,Noah,Scott,Noah Scott,1958-08-14,M,Male,60000,3,Graduate Degree,Management,2019-12-15,5-10 Miles,Milwaukie,United States
12199,Christina,Richardson,Christina Richardson,1957-11-05,S,Female,40000,3,Partial College,Professional,2021-06-16,1-2 Miles,Walla Walla,United States
12200,Rafael,Sharma,Rafael Sharma,1943-01-20,M,Male,70000,4,Graduate Degree,Management,2019-12-20,10+ Miles,Colma,United States
12201,Mindy,Yuan,Mindy Yuan,1944-02-03,M,Female,100000,2,Graduate Degree,Management,2021-06-11,1-2 Miles,Burlingame,United States
12202,Xavier,Ross,Xavier Ross,1943-11-22,M,Male,100000,2,Graduate Degree,Management,2021-02-05,1-2 Miles,Sooke,Canada
12203,Zachary,Hughes,Zachary Hughes,1943-09-03,M,Male,120000,2,Graduate Degree,Management,2021-07-03,5-10 Miles,Port Hammond,Canada
12204,Bradley,Jai,Bradley Jai,1943-08-02,M,Male,120000,2,Graduate Degree,Management,2021-01-28,2-5 Miles,Beaverton,United States
12205,Madison,Long,Madison Long,1944-03-31,S,Female,130000,2,Bachelors,Management,2021-10-26,0-1 Miles,Burbank,United States
12206,Sierra,Parker,Sierra Parker,1944-10-09,M,Female,90000,5,Bachelors,Management,2019-12-28,5-10 Miles,Long Beach,United States
12207,Samuel,Hill,Samuel Hill,1945-12-18,S,Male,80000,4,Bachelors,Management,2019-12-25,5-10 Miles,Issaquah,United States
12208,Dominique,Sanchez,Dominique Sanchez,1945-08-18,M,Female,130000,2,Bachelors,Management,2019-12-16,2-5 Miles,Bellingham,United States
12209,Mindy,Jai,Mindy Jai,1945-12-24,M,Female,130000,2,Bachelors,Management,2019-12-17,0-1 Miles,Bellflower,United States
12210,Alan,He,Alan He,1984-03-24,M,Male,10000,0,Graduate Degree,Manual,2020-03-15,0-1 Miles,London,United Kingdom
12211,Victor,Romero,Victor Romero,1985-02-23,M,Male,10000,0,Graduate Degree,Manual,2019-03-07,0-1 Miles,Roissy en Brie,France
12212,Shawna,Xie,Shawna Xie,1974-11-16,M,Female,10000,0,Graduate Degree,Manual,2019-03-27,0-1 Miles,Versailles,France
12213,Alejandro,Lal,Alejandro Lal,1974-01-29,M,Male,10000,1,Graduate Degree,Manual,2020-05-09,0-1 Miles,München,Germany
12214,Julie,Raje,Julie Raje,1968-03-19,M,Female,20000,1,Graduate Degree,Manual,2020-03-07,0-1 Miles,Leeds,United Kingdom
12215,Karla,She,Karla She,1968-06-12,M,Female,20000,1,Graduate Degree,Clerical,2020-03-10,0-1 Miles,London,United Kingdom
12216,Gerald,Rodriguez,Gerald Rodriguez,1967-09-30,M,Male,20000,1,Graduate Degree,Clerical,2020-03-25,0-1 Miles,Maidenhead,United Kingdom
12217,Kyle,Roberts,Kyle Roberts,1966-12-31,M,Male,10000,1,Bachelors,Manual,2019-03-23,0-1 Miles,Versailles,France
12218,Mitchell,Xu,Mitchell Xu,1967-05-26,M,Male,10000,1,Bachelors,Manual,2020-05-25,0-1 Miles,Berlin,Germany
12219,Kurt,Nara,Kurt Nara,1977-10-08,M,Male,10000,1,Bachelors,Manual,2019-03-24,0-1 Miles,Roncq,France
12220,Virginia,Sara,Virginia Sara,1966-07-16,M,Female,10000,1,Bachelors,Manual,2019-03-09,0-1 Miles,Paris La Defense,France
12221,Brandi,Ruiz,Brandi Ruiz,1966-07-09,M,Female,20000,1,Graduate Degree,Clerical,2019-03-02,0-1 Miles,Saint Germain en Laye,France
12222,Jenny,Xu,Jenny Xu,1966-09-17,M,Female,20000,1,Graduate Degree,Clerical,2020-03-13,0-1 Miles,London,United Kingdom
12223,Felicia,Vazquez,Felicia Vazquez,1966-08-19,M,Female,20000,1,Graduate Degree,Clerical,2021-08-08,0-1 Miles,Frankfurt am Main,Germany
12224,Tristan,Henderson,Tristan Henderson,1941-03-17,M,Male,20000,1,Graduate Degree,Clerical,2021-11-15,0-1 Miles,Leeds,United Kingdom
12225,Kathleen,Ortega,Kathleen Ortega,1964-05-01,M,Female,20000,1,Graduate Degree,Clerical,2020-05-19,0-1 Miles,Poing,Germany
12226,Faith,Ward,Faith Ward,1968-04-06,M,Female,10000,1,Bachelors,Clerical,2020-05-19,0-1 Miles,Hof,Germany
12227,Kelsey,Raje,Kelsey Raje,1963-02-08,M,Female,10000,1,Partial College,Manual,2021-04-29,0-1 Miles,Kirkby,United Kingdom
12228,Mayra,Martinez,Mayra Martinez,1963-02-23,M,Female,20000,1,Bachelors,Clerical,2020-06-22,0-1 Miles,Berlin,Germany
12229,Kari,Gomez,Kari Gomez,1962-05-17,M,Female,10000,2,Partial College,Manual,2020-06-07,0-1 Miles,Mühlheim,Germany
12230,Wesley,Zheng,Wesley Zheng,1961-08-11,M,Male,10000,2,Partial College,Manual,2020-06-20,0-1 Miles,Hamburg,Germany
12231,Isabelle,Patterson,Isabelle Patterson,1960-09-15,S,Female,10000,2,Partial College,Manual,2020-06-15,0-1 Miles,Solingen,Germany
12232,Sean,Hernandez,Sean Hernandez,1960-10-11,S,Male,10000,2,Partial College,Manual,2020-06-03,0-1 Miles,Paderborn,Germany
12233,Jerry,Yuan,Jerry Yuan,1960-11-05,M,Male,10000,2,Partial College,Manual,2022-01-17,1-2 Miles,London,United Kingdom
12234,Clarence,Zeng,Clarence Zeng,1959-08-25,M,Male,10000,2,Partial College,Manual,2021-04-26,2-5 Miles,Les Ulis,France
12235,Donna,Rai,Donna Rai,1949-05-22,M,Female,30000,1,Graduate Degree,Clerical,2021-03-23,0-1 Miles,Cambridge,United Kingdom
12236,Kendra,Gill,Kendra Gill,1946-12-04,M,Female,20000,1,Partial College,Manual,2021-07-13,0-1 Miles,Hamburg,Germany
12237,Ruth,Madan,Ruth Madan,1952-05-07,M,Female,20000,1,Partial College,Manual,2020-06-17,0-1 Miles,Kassel,Germany
12238,Monica,Raman,Monica Raman,1952-07-24,M,Female,30000,1,Bachelors,Clerical,2021-07-09,0-1 Miles,Offenbach,Germany
12239,Alberto,Ramos,Alberto Ramos,1947-11-29,M,Male,30000,1,Bachelors,Clerical,2020-03-23,0-1 Miles,London,United Kingdom
12240,Clayton,Sharma,Clayton Sharma,1986-06-03,S,Male,10000,0,Partial College,Manual,2019-12-28,2-5 Miles,Matraville,Australia
12241,Kristine,Sandberg,Kristine Sandberg,1985-05-05,S,Female,10000,0,Partial College,Manual,2019-12-16,0-1 Miles,Wollongong,Australia
12242,Gilbert,Liang,Gilbert Liang,1984-08-03,S,Male,10000,0,Partial College,Manual,2019-12-16,2-5 Miles,Findon,Australia
12243,Kristy,Rubio,Kristy Rubio,1985-11-15,S,Female,10000,0,Partial College,Manual,2019-12-24,2-5 Miles,Geelong,Australia
12244,Amy,Huang,Amy Huang,1986-05-22,M,Female,20000,0,Bachelors,Clerical,2021-02-16,0-1 Miles,Rhodes,Australia
12245,Francisco,Gonzalez,Francisco Gonzalez,1984-05-25,S,Male,10000,0,Partial College,Manual,2019-12-12,2-5 Miles,Rhodes,Australia
12246,Shawn,Luo,Shawn Luo,1985-04-10,M,Male,10000,1,High School,Manual,2019-12-06,2-5 Miles,Melton,Australia
12247,Brandy,Raman,Brandy Raman,1985-04-16,S,Female,20000,0,Bachelors,Clerical,2021-02-01,0-1 Miles,Darlinghurst,Australia
12248,Devin,Taylor,Devin Taylor,1983-09-11,S,Male,10000,1,High School,Manual,2019-12-10,1-2 Miles,Geelong,Australia
12249,Jessie,Cai,Jessie Cai,1984-03-15,M,Male,20000,0,Bachelors,Clerical,2021-03-29,0-1 Miles,Matraville,Australia
12250,Andrea,Collins,Andrea Collins,1982-10-06,S,Female,10000,1,High School,Manual,2019-12-07,1-2 Miles,Brisbane,Australia
12251,Troy,Suri,Troy Suri,1982-10-07,M,Male,20000,0,Partial College,Manual,2019-12-05,0-1 Miles,East Brisbane,Australia
12252,Omar,Liu,Omar Liu,1983-03-31,M,Male,20000,0,Partial College,Manual,2019-12-25,0-1 Miles,Caloundra,Australia
12253,Jenny,Sun,Jenny Sun,1982-08-14,S,Female,20000,0,Partial College,Manual,2019-12-18,0-1 Miles,North Sydney,Australia
12254,Calvin,Deng,Calvin Deng,1948-08-25,S,Male,20000,1,Partial College,Manual,2019-03-16,1-2 Miles,Pantin,France
12255,Robyn,Alvarez,Robyn Alvarez,1978-01-30,S,Female,20000,1,Partial College,Manual,2019-03-21,0-1 Miles,Colomiers,France
12256,Wendy,Ramos,Wendy Ramos,1972-10-19,M,Female,20000,1,Partial College,Manual,2019-03-30,1-2 Miles,Morangis,France
12257,Ross,Ruiz,Ross Ruiz,1966-10-04,M,Male,30000,4,Graduate Degree,Clerical,2021-12-05,0-1 Miles,Berlin,Germany
12258,Jamie,Li,Jamie Li,1967-03-27,M,Female,30000,4,Graduate Degree,Clerical,2021-10-01,0-1 Miles,Essen,Germany
12259,Cindy,Madan,Cindy Madan,1972-04-12,M,Female,30000,4,Graduate Degree,Clerical,2021-03-03,0-1 Miles,Berkshire,United Kingdom
12260,Melinda,Romero,Melinda Romero,1972-05-01,M,Female,30000,4,Graduate Degree,Clerical,2021-02-13,0-1 Miles,Cheltenham,United Kingdom
12261,Kaitlin,Sanchez,Kaitlin Sanchez,1966-04-25,M,Female,10000,1,High School,Manual,2019-04-22,2-5 Miles,Dunkerque,France
12262,Morgan,Sanchez,Morgan Sanchez,1965-11-19,M,Female,20000,1,Partial College,Manual,2021-03-10,2-5 Miles,Bury,United Kingdom
12263,Emmanuel,Garcia,Emmanuel Garcia,1965-09-12,S,Male,20000,1,Partial College,Manual,2020-03-28,0-1 Miles,Milton Keynes,United Kingdom
12264,Bruce,Ashe,Bruce Ashe,1976-08-16,S,Male,20000,1,Partial College,Manual,2020-04-10,0-1 Miles,Milton Keynes,United Kingdom
12265,Alan,Guo,Alan Guo,1964-12-30,S,Male,10000,1,High School,Manual,2019-04-26,1-2 Miles,Suresnes,France
12266,Tiffany,Lin,Tiffany Lin,1970-03-13,M,Female,20000,2,Partial College,Manual,2020-06-16,2-5 Miles,Paderborn,Germany
12267,Clifford,Garcia,Clifford Garcia,1963-11-07,S,Male,20000,2,Partial College,Manual,2019-04-01,2-5 Miles,Les Ulis,France
12268,Edwin,Shan,Edwin Shan,1963-10-30,M,Male,30000,1,Graduate Degree,Clerical,2021-04-16,0-1 Miles,Berlin,Germany
12269,Warren,Zheng,Warren Zheng,1971-06-10,M,Male,30000,3,Graduate Degree,Clerical,2021-06-27,0-1 Miles,Croix,France
12270,Ebony,Ramos,Ebony Ramos,1966-03-09,S,Female,30000,3,Graduate Degree,Clerical,2020-06-23,0-1 Miles,Berlin,Germany
12271,Tyrone,Hernandez,Tyrone Hernandez,1965-03-15,M,Male,30000,0,Bachelors,Clerical,2020-04-11,0-1 Miles,London,United Kingdom
12272,Justin,Alexander,Justin Alexander,1965-06-08,M,Male,40000,3,Graduate Degree,Clerical,2020-04-02,0-1 Miles,Leeds,United Kingdom
12273,Nelson,Carlson,Nelson Carlson,1964-04-12,M,Male,30000,1,Bachelors,Clerical,2021-08-01,0-1 Miles,Ingolstadt,Germany
12274,Javier,Torres,Javier Torres,1976-03-25,S,Male,10000,2,High School,Manual,2021-10-07,0-1 Miles,Paris,France
12275,Adriana,Madan,Adriana Madan,1981-06-07,S,Female,20000,0,Partial College,Manual,2020-07-15,2-5 Miles,Berlin,Germany
12276,Alisha,Shan,Alisha Shan,1976-01-10,M,Female,30000,0,Bachelors,Clerical,2020-07-01,0-1 Miles,Berlin,Germany
12277,Beth,Ortega,Beth Ortega,1974-10-20,S,Female,10000,2,High School,Manual,2020-04-14,0-1 Miles,Esher-Molesey,United Kingdom
12278,Meredith,Johnsen,Meredith Johnsen,1974-07-06,S,Female,10000,2,High School,Manual,2021-06-22,0-1 Miles,Duesseldorf,Germany
12279,Mathew,Suarez,Mathew Suarez,1975-12-19,M,Male,30000,0,Bachelors,Clerical,2019-05-13,0-1 Miles,Paris,France
12280,Theresa,Alvarez,Theresa Alvarez,1981-06-04,M,Female,30000,0,Bachelors,Clerical,2019-05-13,0-1 Miles,Saint Ouen,France
12281,Janelle,Sanchez,Janelle Sanchez,1981-04-19,M,Female,40000,0,Graduate Degree,Clerical,2020-04-13,0-1 Miles,Oxford,United Kingdom
12282,Nicolas,Tang,Nicolas Tang,1981-01-03,S,Male,40000,0,Graduate Degree,Clerical,2020-04-24,0-1 Miles,Woolston,United Kingdom
12283,Todd,Zeng,Todd Zeng,1980-08-06,S,Male,20000,0,Partial College,Manual,2020-03-30,2-5 Miles,Billericay,United Kingdom
12284,Cristina,Beck,Cristina Beck,1980-09-28,M,Female,30000,0,Bachelors,Clerical,2020-04-06,0-1 Miles,Bracknell,United Kingdom
12285,Bethany,Chande,Bethany Chande,1975-05-28,S,Female,30000,1,Bachelors,Clerical,2019-05-30,0-1 Miles,Drancy,France
12286,Nathan,Jenkins,Nathan Jenkins,1975-03-06,S,Male,40000,0,Graduate Degree,Skilled Manual,2020-05-16,0-1 Miles,Peterborough,United Kingdom
12287,Andre,Arun,Andre Arun,1957-06-30,S,Male,10000,3,Partial College,Manual,2020-05-29,0-1 Miles,Kirkby,United Kingdom
12288,Sara,Brooks,Sara Brooks,1984-09-17,M,Female,10000,2,High School,Manual,2021-10-01,0-1 Miles,Peterborough,United Kingdom
12289,Joseph,Taylor,Joseph Taylor,1984-09-16,S,Male,10000,2,High School,Manual,2020-05-20,0-1 Miles,Stoke-on-Trent,United Kingdom
12290,Kaylee,Morris,Kaylee Morris,1973-10-23,S,Female,10000,2,High School,Manual,2019-05-06,0-1 Miles,Lille,France
12291,Johnathan,Suri,Johnathan Suri,1949-10-17,S,Male,90000,5,Partial College,Professional,2020-07-23,2-5 Miles,Eilenburg,Germany
12292,Nicolas,Kumar,Nicolas Kumar,1955-03-21,M,Male,130000,3,Bachelors,Management,2020-05-20,0-1 Miles,Berks,United Kingdom
12293,Tammy,Garcia,Tammy Garcia,1949-11-14,M,Female,130000,3,Bachelors,Management,2021-06-01,5-10 Miles,Bracknell,United Kingdom
12294,Shane,Kovar,Shane Kovar,1950-05-31,M,Male,130000,3,Bachelors,Management,2021-05-22,0-1 Miles,London,United Kingdom
12295,Dwayne,Gomez,Dwayne Gomez,1956-03-17,S,Male,60000,3,Partial High School,Skilled Manual,2021-02-12,10+ Miles,Courbevoie,France
12296,Francisco,Sara,Francisco Sara,1961-08-11,M,Male,70000,5,High School,Professional,2019-05-19,2-5 Miles,Les Ulis,France
12297,Felicia,Blanco,Felicia Blanco,1950-07-08,S,Female,80000,5,Partial College,Professional,2020-08-12,2-5 Miles,Frankfurt,Germany
12298,Crystal,Zeng,Crystal Zeng,1950-11-18,S,Female,90000,5,Partial College,Professional,2020-08-21,2-5 Miles,Neunkirchen,Germany
12299,Walter,Serrano,Walter Serrano,1950-12-08,M,Male,150000,3,Graduate Degree,Management,2020-05-09,5-10 Miles,West Sussex,United Kingdom
12300,Adriana,Gonzalez,Adriana Gonzalez,1952-01-15,S,Female,80000,5,Partial College,Professional,2019-05-24,10+ Miles,Colomiers,France
12301,Nichole,Nara,Nichole Nara,1952-06-03,S,Female,100000,2,Bachelors,Management,2019-05-10,10+ Miles,Saint-Denis,France
12302,Kevin,Coleman,Kevin Coleman,1951-08-30,M,Male,100000,2,Bachelors,Management,2020-08-23,2-5 Miles,Frankfurt,Germany
12303,Kristi,Alvarez,Kristi Alvarez,1951-10-14,M,Female,130000,4,Partial College,Professional,2021-08-18,0-1 Miles,London,United Kingdom
12304,Alejandro,Zhou,Alejandro Zhou,1957-06-01,S,Male,130000,4,Partial College,Professional,2021-09-02,0-1 Miles,London,United Kingdom
12305,Xavier,Bailey,Xavier Bailey,1960-01-03,M,Male,80000,4,Partial College,Professional,2020-06-27,2-5 Miles,Bury,United Kingdom
12306,Logan,Parker,Logan Parker,1958-12-04,M,Male,80000,4,Partial College,Professional,2021-05-02,10+ Miles,Hof,Germany
12307,Brad,She,Brad She,1960-05-12,M,Male,90000,4,High School,Professional,2019-05-29,2-5 Miles,Cergy,France
12308,Margaret,He,Margaret He,1970-10-19,M,Female,100000,3,High School,Professional,2019-06-03,10+ Miles,Metz,France
12309,Omar,Raje,Omar Raje,1960-04-03,S,Male,130000,3,Partial College,Professional,2021-03-29,0-1 Miles,Cambridge,United Kingdom
12310,Stacy,Munoz,Stacy Munoz,1960-01-08,S,Female,130000,3,High School,Professional,2021-10-12,0-1 Miles,Gloucestershire,United Kingdom
12311,Stanley,Weber,Stanley Weber,1965-06-15,S,Male,130000,4,High School,Professional,2021-09-17,0-1 Miles,London,United Kingdom
12312,Jake,Zhao,Jake Zhao,1970-05-06,M,Male,100000,3,Bachelors,Management,2021-10-28,10+ Miles,Paris,France
12313,Jaime,Chande,Jaime Chande,1958-12-03,S,Male,100000,3,Bachelors,Management,2022-01-15,10+ Miles,Paris,France
12314,Jill,Suarez,Jill Suarez,1959-03-20,M,Female,110000,2,Bachelors,Management,2020-08-16,10+ Miles,Grevenbroich,Germany
12315,Ann,Rodriguez,Ann Rodriguez,1959-03-19,M,Female,130000,4,Partial College,Professional,2020-06-26,10+ Miles,London,United Kingdom
12316,Alejandro,Luo,Alejandro Luo,1964-11-21,M,Male,130000,5,Partial College,Professional,2020-05-30,10+ Miles,London,United Kingdom
12317,Carl,She,Carl She,1959-03-24,M,Male,150000,2,Bachelors,Management,2020-06-25,0-1 Miles,Oxford,United Kingdom
12318,Kristina,Schmidt,Kristina Schmidt,1958-10-31,M,Female,170000,0,Bachelors,Management,2020-06-11,10+ Miles,Warrington,United Kingdom
12319,Shannon,Ye,Shannon Ye,1958-01-08,M,Female,90000,4,High School,Professional,2021-04-10,10+ Miles,Eilenburg,Germany
12320,Cheryl,Alvarez,Cheryl Alvarez,1963-06-14,S,Female,120000,4,Partial College,Professional,2021-08-17,10+ Miles,Bracknell,United Kingdom
12321,Rosa,Hu,Rosa Hu,1956-08-14,M,Female,70000,5,Partial High School,Skilled Manual,2019-06-02,2-5 Miles,Les Ulis,France
12322,Kari,Mehta,Kari Mehta,1957-01-29,M,Female,80000,4,High School,Professional,2021-12-22,10+ Miles,Les Ulis,France
12323,Lawrence,Alonso,Lawrence Alonso,1962-01-11,M,Male,80000,4,High School,Professional,2019-06-24,10+ Miles,Suresnes,France
12324,Dale,Lal,Dale Lal,1956-08-26,S,Male,90000,4,High School,Professional,2021-10-31,10+ Miles,Hamburg,Germany
12325,Gloria,Martin,Gloria Martin,1956-09-14,M,Female,130000,4,High School,Professional,2021-08-05,10+ Miles,London,United Kingdom
12326,Glenn,Zhou,Glenn Zhou,1956-08-02,S,Male,170000,0,Partial College,Management,2021-09-29,0-1 Miles,York,United Kingdom
12327,Edwin,Liang,Edwin Liang,1961-01-14,S,Male,100000,3,Partial College,Management,2021-02-05,10+ Miles,Braunschweig,Germany
12328,Eugene,Zhao,Eugene Zhao,1955-09-15,S,Male,130000,4,High School,Management,2020-06-04,0-1 Miles,London,United Kingdom
12329,Bonnie,Shan,Bonnie Shan,1956-04-21,S,Female,170000,0,Partial College,Management,2021-05-22,0-1 Miles,York,United Kingdom
12330,Preston,Raman,Preston Raman,1954-12-19,M,Male,100000,3,Partial College,Management,2020-08-20,5-10 Miles,Essen,Germany
12331,Meagan,Chandra,Meagan Chandra,1954-01-14,S,Female,70000,5,Partial High School,Skilled Manual,2021-03-05,10+ Miles,Croix,France
12332,Andres,Nara,Andres Nara,1954-02-07,M,Male,90000,4,High School,Management,2019-06-13,5-10 Miles,Paris,France
12333,Terrance,Rodriguez,Terrance Rodriguez,1954-05-18,M,Male,90000,4,High School,Management,2019-06-18,5-10 Miles,Villeneuve-d'Ascq,France
12334,Roy,Jimenez,Roy Jimenez,1959-08-17,M,Male,130000,5,High School,Management,2021-06-13,10+ Miles,London,United Kingdom
12335,Francisco,Ashe,Francisco Ashe,1959-02-19,S,Male,150000,3,High School,Management,2020-06-11,0-1 Miles,Runcorn,United Kingdom
12336,Wyatt,Price,Wyatt Price,1953-01-05,S,Male,130000,5,Graduate Degree,Professional,2021-02-23,0-1 Miles,Newcastle upon Tyne,United Kingdom
12337,Dustin,Goldstein,Dustin Goldstein,1981-04-07,S,Male,70000,0,Bachelors,Professional,2019-12-05,5-10 Miles,Lavender Bay,Australia
12338,Monica,Vance,Monica Vance,1982-01-05,S,Female,70000,0,Bachelors,Professional,2019-12-24,10+ Miles,South Melbourne,Australia
12339,Clayton,Jai,Clayton Jai,1982-01-05,S,Male,70000,0,Bachelors,Professional,2020-01-13,10+ Miles,Findon,Australia
12340,Stacy,Diaz,Stacy Diaz,1982-05-05,S,Female,70000,0,Bachelors,Professional,2020-01-23,10+ Miles,Caloundra,Australia
12341,Katie,Kumar,Katie Kumar,1982-03-09,M,Female,80000,0,Bachelors,Professional,2020-01-04,10+ Miles,Lane Cove,Australia
12342,Morgan,Young,Morgan Young,1980-09-05,M,Female,70000,0,Bachelors,Professional,2020-01-10,10+ Miles,Sydney,Australia
12343,Gloria,Ruiz,Gloria Ruiz,1979-12-02,M,Female,60000,0,Bachelors,Professional,2020-01-17,10+ Miles,Milsons Point,Australia
12344,Dominique,Perez,Dominique Perez,1980-11-29,S,Female,80000,0,Bachelors,Professional,2021-03-14,10+ Miles,Darlinghurst,Australia
12345,Alison,Raje,Alison Raje,1980-12-24,S,Female,80000,0,Bachelors,Professional,2021-03-31,10+ Miles,Townsville,Australia
12346,Wesley,Gao,Wesley Gao,1980-11-18,S,Male,90000,0,Bachelors,Professional,2020-01-04,10+ Miles,Silverwater,Australia
12347,Summer,Madan,Summer Madan,1980-08-20,M,Female,90000,0,Bachelors,Professional,2020-01-13,10+ Miles,Warrnambool,Australia
12348,Jimmy,Vazquez,Jimmy Vazquez,1979-08-24,M,Male,90000,0,Bachelors,Professional,2020-01-28,10+ Miles,Lavender Bay,Australia
